,actor_account_id,churn_yn,survival_time,event_num,enterworld_num,levelup_num,joinparty_num,spendmoney_num,duel_num,duel_kd,partybattle_num,completechallengetoday_num,completechallengeweek_num,itemupgrade_successrate,trade_num,buyitemnowmainauction_num,guildlevelup_num,level_min,level_max,class,longest_time_between_events,faction1,faction2,targetaccountid_num,sessions_num,has_smurf_yn
420,1A506FFA,0.00,273+,137466.00,1296.00,0.00,550.00,4922.00,201.00,0.65,18.00,73.00,0.00,0.00,0.00,5.00,0.00,50.00,50.00,6.00,89689.85,2.00,0.00,334.00,1114.00,1.00
421,1A6346FF,0.00,155,135714.00,963.00,13.00,766.00,3172.00,106.00,1.52,86.00,93.00,0.00,0.00,1.00,430.00,0.00,1.00,50.00,9.00,85847.07,2.00,0.00,1344.00,784.00,1.00
422,1A759BEE,0.00,270+,31491.00,239.00,2.00,173.00,630.00,0.00,0.00,0.00,11.00,0.00,0.00,39.00,40.00,0.00,50.00,50.00,6.00,562073.97,2.00,0.00,32.00,187.00,1.00
423,1A8EAFEF,0.00,273+,61761.00,235.00,16.00,216.00,1329.00,1.00,0.00,0.00,24.00,0.00,21.22,28.00,183.00,0.00,1.00,50.00,8.00,315974.65,2.00,0.00,42.00,173.00,1.00
424,1AA14BFA,0.00,275+,37742.00,137.00,10.00,143.00,543.00,0.00,0.00,0.00,4.00,0.00,8.58,16.00,19.00,0.00,21.00,50.00,6.00,591648.13,2.00,0.00,84.00,114.00,1.00
425,1AA1D3E3,1.00,21,72951.00,238.00,127.00,83.00,1547.00,30.00,0.50,6.00,3.00,0.00,0.00,9.00,155.00,0.00,1.00,50.00,6.00,142792.97,2.00,0.00,55.00,198.00,1.00
426,1AB287FF,0.00,273+,57383.00,562.00,1.00,391.00,1279.00,0.00,0.00,0.00,6.00,0.00,24.75,5.00,135.00,0.00,50.00,50.00,6.00,151212.34,1.00,0.00,47.00,458.00,1.00
427,1ABEFBFA,1.00,18,64698.00,299.00,65.00,175.00,1105.00,3.00,2.00,93.00,20.00,0.00,0.00,29.00,60.00,0.00,1.00,50.00,2.00,271490.40,2.00,0.00,175.00,261.00,1.00
428,1ACC5DF7,0.00,37,31023.00,141.00,26.00,124.00,696.00,0.00,0.00,0.00,0.00,0.00,9.33,49.00,24.00,0.00,1.00,50.00,6.00,253170.05,2.00,0.00,50.00,118.00,1.00
429,1ADBBDFA,0.00,273+,29603.00,259.00,4.00,123.00,591.00,69.00,1.46,0.00,24.00,0.00,0.00,0.00,13.00,0.00,11.00,50.00,5.00,524180.39,1.00,0.00,100.00,211.00,1.00
430,1AE8B291,1.00,18,73252.00,377.00,0.00,429.00,1232.00,0.00,0.00,4.00,23.00,0.00,10.73,35.00,63.00,0.00,50.00,50.00,1.00,356815.75,1.00,0.00,224.00,281.00,0.00
431,1AFB82FF,0.00,273+,117130.00,942.00,0.00,585.00,2067.00,210.00,2.28,384.00,76.00,0.00,0.00,15.00,137.00,0.00,37.00,50.00,5.00,119315.69,1.00,0.00,689.00,771.00,1.00
432,1B0D1DB7,0.00,272+,418.00,23.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,9.00,222517.62,2.00,9.00,1.00,24.00,0.00
433,1B0EDDBF,0.00,31,33189.00,191.00,59.00,20.00,624.00,64.00,1.37,0.00,3.00,0.00,0.00,0.00,49.00,0.00,1.00,50.00,6.00,342908.94,2.00,0.00,57.00,164.00,1.00
434,1B176DED,1.00,20,11898.00,62.00,0.00,36.00,549.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,50.00,50.00,10.00,248445.80,2.00,0.00,23.00,63.00,1.00
435,1B2E6A5D,1.00,20,1430.00,8.00,0.00,4.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,45.00,45.00,7.00,941747.71,1.00,0.00,6.00,9.00,1.00
436,1B3383F2,1.00,23,6597.00,10.00,0.00,11.00,462.00,0.00,0.00,0.00,5.00,0.00,0.00,11.00,1.00,0.00,50.00,50.00,2.00,2392456.37,2.00,0.00,4.00,11.00,0.00
437,1B3BB463,0.00,36,9656.00,49.00,5.00,38.00,209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,27.00,50.00,8.00,618325.30,1.00,0.00,10.00,42.00,1.00
438,1B425D44,0.00,272,15146.00,66.00,0.00,41.00,468.00,3.00,0.00,16.00,0.00,0.00,3.24,1.00,46.00,0.00,45.00,50.00,2.00,382951.18,1.00,0.00,150.00,57.00,1.00
439,1B62F7EB,1.00,16,53501.00,89.00,20.00,146.00,998.00,3.00,0.00,0.00,23.00,0.00,24.11,14.00,48.00,0.00,1.00,50.00,9.00,340844.45,2.00,0.00,38.00,82.00,1.00
440,1B7225B6,0.00,269+,62117.00,507.00,1.00,296.00,1609.00,24.00,1.18,0.00,50.00,0.00,2.43,2.00,491.00,0.00,48.00,50.00,3.00,178193.32,1.00,0.00,134.00,421.00,1.00
441,1B89A8CA,1.00,19,35776.00,35.00,56.00,13.00,469.00,5.00,0.67,0.00,0.00,0.00,0.00,1.00,12.00,0.00,1.00,50.00,6.00,171872.47,1.00,0.00,13.00,33.00,1.00
442,1B9F3C9C,0.00,273+,141519.00,1254.00,2.00,759.00,4135.00,40.00,0.82,281.00,90.00,0.00,0.00,8.00,56.00,0.00,47.00,50.00,3.00,79500.18,2.00,0.00,655.00,986.00,1.00
443,1C0110FA,1.00,19,88700.00,434.00,69.00,336.00,2878.00,51.00,1.22,3.00,20.00,0.00,0.00,8.00,272.00,0.00,1.00,50.00,3.00,123639.63,2.00,0.00,158.00,340.00,1.00
444,1C01FDEE,1.00,24,1231.00,11.00,0.00,8.00,20.00,3.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,50.00,50.00,1.00,2844189.50,2.00,0.00,7.00,10.00,1.00
445,1C2268F3,0.00,93,68177.00,401.00,16.00,311.00,1493.00,47.00,0.62,0.00,36.00,0.00,338.00,39.00,65.00,0.00,32.00,50.00,10.00,845355.67,1.00,0.00,93.00,320.00,1.00
446,1C236BE4,0.00,107,35164.00,99.00,19.00,103.00,670.00,6.00,0.20,0.00,5.00,0.00,0.00,2.00,18.00,0.00,1.00,50.00,3.00,478753.39,2.00,0.00,30.00,77.00,1.00
447,1C28B161,0.00,177,38445.00,369.00,2.00,277.00,609.00,44.00,0.76,0.00,20.00,0.00,0.00,4.00,66.00,0.00,50.00,50.00,9.00,263049.59,1.00,0.00,72.00,270.00,0.00
448,1C2C00FD,1.00,16,28222.00,23.00,57.00,19.00,403.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,7.00,0.00,1.00,50.00,8.00,153476.83,2.00,0.00,6.00,20.00,1.00
449,1C2F0EEB,0.00,273+,36416.00,259.00,4.00,191.00,755.00,6.00,1.00,123.00,26.00,0.00,0.00,0.00,10.00,0.00,45.00,50.00,8.00,334564.67,1.00,0.00,151.00,219.00,1.00
450,1C2FBDE0,0.00,273+,15195.00,272.00,0.00,152.00,158.00,33.00,0.50,274.00,17.00,0.00,0.00,1.00,0.00,0.00,50.00,50.00,3.00,192635.92,1.00,0.00,320.00,225.00,1.00
451,1C356FC0,0.00,271+,133299.00,16536.00,0.00,0.00,5130.00,0.00,0.00,0.00,0.00,0.00,0.00,410.00,4.00,0.00,45.00,50.00,10.00,35081.91,1.00,0.00,3.00,14096.00,1.00
452,1C3E5B23,0.00,273+,11190.00,358.00,0.00,13.00,2005.00,16.00,7.00,0.00,2.00,0.00,0.00,0.00,173.00,0.00,16.00,50.00,5.00,151325.93,1.00,0.00,15.00,343.00,1.00
453,1C44FCCA,1.00,15,4325.00,34.00,6.00,13.00,144.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,0.00,50.00,50.00,9.00,348258.96,1.00,0.00,6.00,31.00,0.00
454,1C4DFF4B,0.00,271+,107627.00,246.00,97.00,208.00,3093.00,25.00,2.12,26.00,16.00,0.00,146.00,43.00,136.00,0.00,1.00,50.00,6.00,262090.02,1.00,0.00,338.00,228.00,1.00
455,1C556CEA,0.00,33,233.00,9.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,6.00,1075227.99,1.00,0.00,1.00,10.00,0.00
456,1C60C656,1.00,26,71196.00,330.00,21.00,338.00,1653.00,10.00,2.33,0.00,18.00,0.00,22.00,54.00,139.00,0.00,23.00,50.00,6.00,238315.14,1.00,0.00,195.00,265.00,1.00
457,1C76B5F0,0.00,70,44315.00,253.00,0.00,206.00,1122.00,25.00,0.67,90.00,20.00,0.00,26.67,11.00,16.00,0.00,50.00,50.00,2.00,448111.40,2.00,0.00,211.00,193.00,0.00
458,1C77D3AC,1.00,18,41439.00,415.00,1.00,292.00,1100.00,0.00,0.00,136.00,30.00,0.00,0.00,46.00,22.00,0.00,44.00,50.00,6.00,222332.06,1.00,0.00,181.00,336.00,1.00
459,1C878A98,1.00,17,35482.00,40.00,55.00,23.00,527.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,19.00,0.00,1.00,47.00,7.00,332022.85,1.00,0.00,7.00,34.00,1.00
460,1C897AF5,0.00,239,20571.00,248.00,12.00,75.00,412.00,6.00,1.00,4.00,3.00,0.00,84.00,2.00,25.00,0.00,11.00,50.00,2.00,182287.26,1.00,0.00,40.00,220.00,1.00
461,1CD101D2,0.00,254,16672.00,115.00,0.00,63.00,150.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,2.00,0.00,50.00,50.00,9.00,608824.17,2.00,0.00,4.00,75.00,0.00
462,1CDAC476,0.00,273+,165184.00,310.00,21.00,357.00,4991.00,4.00,0.00,9.00,20.00,0.00,31.71,41.00,185.00,0.00,43.00,50.00,5.00,75014.58,1.00,0.00,136.00,294.00,1.00
463,1CE630F3,0.00,273+,32497.00,87.00,67.00,10.00,789.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.00,0.00,1.00,50.00,3.00,672682.89,2.00,0.00,4.00,87.00,1.00
464,1CF6DC87,0.00,81,30498.00,536.00,2.00,197.00,1085.00,118.00,0.97,224.00,11.00,0.00,0.00,1.00,67.00,0.00,32.00,50.00,6.00,251688.05,1.00,0.00,346.00,478.00,1.00
465,1CF75B21,0.00,273+,57910.00,130.00,56.00,191.00,1036.00,10.00,4.00,5.00,4.00,0.00,0.00,55.00,61.00,0.00,1.00,50.00,6.00,161059.83,1.00,0.00,61.00,118.00,1.00
466,1CF8CD9D,1.00,19,4312.00,43.00,0.00,29.00,155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,50.00,50.00,1.00,2269126.58,1.00,0.00,11.00,40.00,1.00
467,1D0A1854,0.00,274+,53945.00,432.00,6.00,241.00,1864.00,12.00,3.00,24.00,3.00,0.00,66.50,44.00,215.00,0.00,41.00,50.00,9.00,160763.01,2.00,0.00,80.00,396.00,1.00
468,1D45EAEC,0.00,273+,78318.00,263.00,0.00,139.00,760.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,21.00,0.00,50.00,50.00,1.00,72938.69,2.00,0.00,40.00,199.00,0.00
469,1D6C15FF,0.00,127,45330.00,388.00,1.00,222.00,652.00,19.00,1.11,204.00,34.00,0.00,0.00,20.00,22.00,0.00,45.00,50.00,1.00,179072.10,1.00,0.00,339.00,311.00,1.00
470,1D7C94F7,0.00,157,40451.00,403.00,6.00,189.00,1127.00,41.00,0.37,125.00,27.00,0.00,5.50,1.00,87.00,0.00,1.00,50.00,1.00,520444.60,2.00,0.00,181.00,342.00,1.00
471,1D920CF0,0.00,273+,25647.00,789.00,0.00,54.00,3762.00,9.00,1.25,33.00,9.00,0.00,0.00,0.00,101.00,0.00,45.00,50.00,3.00,79969.36,1.00,0.00,86.00,762.00,1.00
472,1D97A4F2,0.00,221,24884.00,188.00,10.00,86.00,2044.00,0.00,0.00,0.00,18.00,0.00,0.00,2.00,134.00,0.00,14.00,50.00,3.00,267515.36,1.00,0.00,12.00,164.00,1.00
473,1DAD3655,1.00,16,13798.00,24.00,54.00,3.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,36.00,9.00,245918.22,1.00,0.00,3.00,17.00,1.00
474,1DB09A62,0.00,45,63199.00,237.00,10.00,347.00,2697.00,0.00,0.00,0.00,8.00,0.00,5.69,73.00,470.00,0.00,1.00,50.00,7.00,241833.22,1.00,0.00,76.00,185.00,1.00
475,1DBCFA24,1.00,20,6266.00,12.00,3.00,34.00,367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,50.00,50.00,7.00,857213.88,1.00,0.00,22.00,13.00,1.00
476,1DC64A60,1.00,21,3374.00,14.00,0.00,11.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,8.00,595665.99,2.00,0.00,6.00,12.00,0.00
477,1DE498B2,0.00,47,22984.00,112.00,0.00,92.00,327.00,0.00,0.00,0.00,14.00,0.00,0.00,21.00,5.00,0.00,50.00,50.00,1.00,1119993.34,1.00,0.00,23.00,82.00,0.00
478,1DF8CA6A,0.00,56,11137.00,122.00,3.00,31.00,631.00,19.00,0.58,0.00,9.00,0.00,0.00,0.00,15.00,0.00,48.00,50.00,6.00,261728.89,2.00,0.00,20.00,108.00,1.00
479,1E4ABAA2,0.00,36,20818.00,102.00,3.00,59.00,719.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,49.00,0.00,45.00,50.00,8.00,210612.94,2.00,0.00,19.00,83.00,1.00
480,1E517FF1,1.00,18,11264.00,93.00,1.00,45.00,387.00,24.00,1.18,0.00,1.00,0.00,48.00,5.00,59.00,0.00,50.00,50.00,5.00,264365.53,1.00,0.00,35.00,63.00,0.00
481,1E527A43,0.00,278+,203289.00,326.00,1.00,226.00,6235.00,12.00,3.00,0.00,44.00,0.00,10.47,9.00,665.00,0.00,50.00,50.00,6.00,56416.84,2.00,0.00,50.00,321.00,1.00
482,1E58E782,0.00,135,63096.00,551.00,7.00,328.00,1991.00,9.00,3.50,220.00,45.00,0.00,0.00,2.00,58.00,0.00,46.00,50.00,6.00,244106.96,2.00,0.00,349.00,438.00,1.00
483,1E644F6A,1.00,23,323.00,6.00,0.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,2.00,1204453.48,2.00,0.00,3.00,6.00,0.00
484,1E64F536,0.00,86,8112.00,13.00,15.00,2.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,50.00,9.00,1321921.55,2.00,0.00,3.00,14.00,1.00
485,1E85F654,1.00,18,9250.00,51.00,31.00,27.00,138.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,50.00,8.00,1086886.62,2.00,0.00,9.00,46.00,1.00
486,1E86BEE6,0.00,116,81978.00,244.00,26.00,330.00,1665.00,13.00,3.33,0.00,36.00,0.00,6.40,83.00,245.00,0.00,1.00,50.00,1.00,173281.77,2.00,0.00,200.00,205.00,1.00
487,1E888009,0.00,276+,5001.00,54.00,0.00,4.00,168.00,17.00,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,50.00,1.00,1065100.39,1.00,0.00,30.00,51.00,1.00
488,1EA54AF7,0.00,273+,120463.00,959.00,7.00,462.00,2029.00,349.00,1.44,216.00,39.00,0.00,51.40,34.00,49.00,0.00,40.00,50.00,7.00,131257.96,1.00,0.00,501.00,788.00,1.00
489,1EA899F3,0.00,273+,73150.00,807.00,1.00,472.00,1421.00,130.00,1.55,521.00,8.00,0.00,0.00,32.00,90.00,0.00,1.00,50.00,6.00,176949.68,2.00,0.00,893.00,696.00,1.00
490,1EA90360,0.00,272+,56762.00,153.00,5.00,153.00,1099.00,12.00,0.00,23.00,10.00,0.00,0.00,64.00,25.00,0.00,50.00,50.00,2.00,393255.30,2.00,0.00,102.00,145.00,1.00
491,1EB974F4,0.00,217,53304.00,379.00,1.00,343.00,1877.00,0.00,0.00,38.00,13.00,0.00,4.94,34.00,191.00,0.00,45.00,50.00,8.00,333225.76,2.00,0.00,177.00,328.00,1.00
492,1ED07497,0.00,273+,51651.00,593.00,3.00,290.00,1052.00,126.00,0.19,0.00,71.00,0.00,113.50,0.00,54.00,0.00,46.00,50.00,3.00,361739.30,2.00,0.00,106.00,471.00,1.00
493,1F1557D4,0.00,274+,14342.00,126.00,23.00,59.00,434.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,1.00,50.00,3.00,500703.45,2.00,0.00,6.00,101.00,1.00
494,1F2DF023,0.00,273+,47757.00,339.00,0.00,255.00,1919.00,42.00,0.62,34.00,1.00,0.00,3.57,14.00,333.00,0.00,45.00,50.00,8.00,224019.97,2.00,0.00,177.00,259.00,1.00
495,1F34C8F2,1.00,24,58023.00,161.00,15.00,33.00,1998.00,0.00,0.00,0.00,3.00,0.00,0.00,21.00,75.00,0.00,48.00,50.00,6.00,216393.64,2.00,0.00,11.00,155.00,1.00
496,1F35524E,0.00,273+,44748.00,253.00,0.00,178.00,513.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,53.00,0.00,50.00,50.00,1.00,284064.74,2.00,0.00,48.00,215.00,0.00
497,1F3A7705,0.00,46,5406.00,52.00,1.00,24.00,130.00,8.00,0.00,0.00,7.00,0.00,0.00,0.00,2.00,0.00,50.00,50.00,2.00,1205423.28,1.00,0.00,14.00,42.00,1.00
498,1F4E5356,1.00,19,11319.00,210.00,0.00,71.00,131.00,127.00,1.23,30.00,4.00,0.00,0.00,0.00,3.00,0.00,41.00,50.00,2.00,597428.71,2.00,0.00,177.00,183.00,1.00
499,1F6398FF,0.00,224,158182.00,1134.00,68.00,566.00,2961.00,495.00,0.81,157.00,35.00,0.00,8.18,36.00,345.00,0.00,1.00,50.00,8.00,86437.54,2.00,0.00,688.00,980.00,1.00
500,1F6CE0EE,1.00,18,40171.00,47.00,44.00,34.00,613.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,26.00,0.00,1.00,50.00,9.00,442231.11,2.00,0.00,8.00,44.00,1.00
501,1F7ADB87,0.00,94,9337.00,42.00,0.00,26.00,174.00,6.00,0.50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,8.00,81242.57,2.00,0.00,11.00,36.00,0.00
502,1F981D99,1.00,20,25029.00,132.00,41.00,94.00,444.00,15.00,0.88,5.00,15.00,0.00,0.00,11.00,50.00,0.00,1.00,50.00,10.00,406069.12,2.00,0.00,39.00,102.00,1.00
503,1FAE170A,1.00,25,62270.00,390.00,26.00,286.00,1755.00,50.00,0.14,0.00,12.00,0.00,51.60,42.00,82.00,0.00,1.00,50.00,8.00,467263.47,2.00,0.00,105.00,329.00,1.00
504,1FB453D9,0.00,38,20467.00,382.00,33.00,26.00,1646.00,33.00,0.10,4.00,2.00,0.00,0.00,0.00,6.00,0.00,13.00,50.00,1.00,288378.31,1.00,0.00,52.00,355.00,1.00
505,1FB87EF0,1.00,22,11821.00,107.00,1.00,36.00,416.00,12.00,1.40,0.00,3.00,0.00,0.00,8.00,21.00,0.00,45.00,50.00,6.00,674235.85,1.00,0.00,39.00,93.00,1.00
506,1FD51790,0.00,273+,16606.00,103.00,0.00,47.00,306.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00,31.00,0.00,3.00,50.00,9.00,1126987.34,2.00,0.00,16.00,82.00,1.00
507,1FF7DFF2,0.00,274+,88552.00,272.00,0.00,112.00,3502.00,0.00,0.00,0.00,13.00,0.00,17.76,10.00,591.00,0.00,45.00,50.00,3.00,564314.07,2.00,0.00,30.00,242.00,1.00
508,201F0EBA,0.00,273+,61845.00,662.00,4.00,373.00,2588.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,106.00,0.00,1.00,50.00,7.00,238024.10,1.00,0.00,29.00,533.00,1.00
509,20300F92,0.00,273+,21749.00,230.00,0.00,162.00,970.00,0.00,0.00,30.00,6.00,0.00,34.80,5.00,166.00,0.00,50.00,50.00,2.00,497870.15,2.00,0.00,47.00,207.00,1.00
510,203F7BEF,0.00,272+,6859.00,157.00,0.00,18.00,344.00,49.00,2.06,7.00,2.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,1.00,423978.32,2.00,0.00,56.00,145.00,1.00
511,203F8209,0.00,273+,45985.00,490.00,1.00,295.00,1592.00,64.00,1.29,208.00,30.00,0.00,0.00,4.00,38.00,0.00,50.00,50.00,6.00,168933.76,2.00,0.00,307.00,408.00,1.00
512,20488600.0,,,46293.00,543.00,1.00,396.00,1369.00,3.00,0.00,0.00,6.00,0.00,20.83,12.00,53.00,0.00,50.00,50.00,8.00,106051.24,2.00,0.00,211.00,466.00,1.00
513,204886E2,0.00,273+,,,,,,,,,,,,,,,,,,,,,,,
514,205703EC,0.00,273+,76066.00,1230.00,1.00,470.00,1876.00,160.00,0.38,409.00,76.00,0.00,5.15,0.00,189.00,0.00,34.00,50.00,3.00,82785.72,2.00,0.00,965.00,1010.00,1.00
515,20576AF1,0.00,271+,3605.00,37.00,0.00,17.00,63.00,6.00,0.20,0.00,3.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,3.00,2393828.82,1.00,0.00,14.00,28.00,0.00
516,2074EFF3,0.00,273+,122726.00,686.00,1.00,479.00,1499.00,186.00,0.94,128.00,39.00,0.00,212.00,7.00,29.00,0.00,45.00,50.00,2.00,66861.15,2.00,0.00,326.00,574.00,1.00
517,207D60F3,0.00,99,27983.00,443.00,15.00,78.00,1907.00,97.00,1.31,0.00,12.00,0.00,0.00,4.00,263.00,0.00,1.00,50.00,6.00,460879.52,2.00,0.00,95.00,415.00,1.00
518,20A3B8F3,0.00,273+,73629.00,381.00,1.00,417.00,1072.00,23.00,1.88,0.00,48.00,0.00,5.85,19.00,91.00,0.00,50.00,50.00,2.00,167036.98,2.00,0.00,129.00,327.00,1.00
519,20ACE5EA,0.00,122,5485.00,23.00,0.00,61.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,8.00,508153.29,2.00,0.00,15.00,23.00,1.00
520,20B9C2AA,0.00,273+,105884.00,596.00,56.00,297.00,4442.00,17.00,0.42,63.00,16.00,0.00,20.88,4.00,300.00,0.00,6.00,50.00,6.00,357910.09,1.00,0.00,237.00,513.00,1.00
521,20BAF563,0.00,273+,53563.00,326.00,16.00,159.00,1049.00,15.00,2.00,0.00,28.00,0.00,27.00,6.00,53.00,0.00,13.00,50.00,3.00,286957.31,1.00,0.00,49.00,261.00,1.00
522,20C60BF6,1.00,19,12909.00,80.00,38.00,11.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,1.00,50.00,9.00,131743.72,1.00,0.00,4.00,81.00,1.00
523,20D35724,0.00,223,33980.00,203.00,0.00,180.00,480.00,21.00,1.10,43.00,12.00,0.00,153.00,39.00,8.00,0.00,50.00,50.00,6.00,1813567.59,2.00,0.00,173.00,160.00,1.00
524,20DEC572,0.00,273+,33282.00,426.00,11.00,112.00,990.00,233.00,0.69,0.00,18.00,0.00,0.00,1.00,108.00,0.00,1.00,50.00,7.00,596268.49,1.00,0.00,216.00,357.00,1.00
525,20F1D6EE,0.00,130,42510.00,304.00,26.00,196.00,1187.00,62.00,1.38,140.00,9.00,0.00,54.00,6.00,44.00,0.00,12.00,50.00,2.00,259166.67,2.00,0.00,278.00,266.00,1.00
526,20F27D33,0.00,70,1821.00,10.00,0.00,9.00,28.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,7.00,1107742.02,2.00,0.00,6.00,9.00,1.00
527,214028EB,0.00,273+,345103.00,88.00,1.00,89.00,1083.00,0.00,0.00,0.00,5.00,0.00,9.00,18.00,124.00,0.00,50.00,50.00,9.00,43927.52,2.00,0.00,26.00,77.00,1.00
528,215BEFFE,0.00,271+,12412.00,67.00,1.00,66.00,181.00,4.00,3.00,0.00,0.00,0.00,0.00,4.00,10.00,0.00,50.00,50.00,6.00,274862.65,2.00,0.00,23.00,61.00,1.00
529,21657BF8,0.00,134,21269.00,86.00,1.00,49.00,322.00,10.00,1.00,1.00,7.00,0.00,0.00,0.00,10.00,0.00,50.00,50.00,6.00,345358.48,2.00,0.00,36.00,68.00,0.00
530,216F00F0,0.00,58,11056.00,64.00,1.00,50.00,463.00,16.00,4.33,9.00,0.00,0.00,0.00,0.00,27.00,0.00,40.00,50.00,2.00,760088.42,2.00,0.00,54.00,60.00,1.00
531,21B1BB2C,0.00,100,31039.00,189.00,0.00,126.00,286.00,0.00,0.00,0.00,12.00,0.00,0.00,3.00,7.00,0.00,17.00,50.00,8.00,324567.70,1.00,0.00,17.00,165.00,1.00
532,21C80FFC,1.00,17,659.00,23.00,0.00,1.00,8.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,2.00,196865.50,2.00,9.00,6.00,22.00,0.00
533,21D6B6F8,1.00,22,7769.00,38.00,0.00,46.00,97.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,5.00,0.00,50.00,50.00,3.00,1194984.80,2.00,0.00,13.00,29.00,0.00
534,21E794DA,0.00,275+,22063.00,129.00,0.00,102.00,318.00,13.00,5.50,0.00,5.00,0.00,0.00,0.00,22.00,0.00,50.00,50.00,6.00,416155.65,2.00,0.00,31.00,100.00,0.00
535,21F9ECF3,0.00,272+,47094.00,162.00,39.00,115.00,938.00,4.00,1.00,0.00,13.00,0.00,2.90,40.00,43.00,0.00,1.00,50.00,9.00,488862.72,1.00,0.00,21.00,122.00,1.00
536,22163BF8,0.00,273+,60602.00,498.00,22.00,245.00,3061.00,32.00,1.46,0.00,10.00,0.00,0.00,1.00,69.00,0.00,19.00,50.00,7.00,84458.88,2.00,0.00,73.00,436.00,1.00
537,221825FE,0.00,60,6466.00,34.00,37.00,8.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,1.00,50.00,7.00,627339.16,0.00,0.00,3.00,34.00,1.00
538,223212F1,1.00,18,78439.00,217.00,169.00,20.00,1012.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,3.00,0.00,1.00,50.00,9.00,85020.24,1.00,0.00,10.00,213.00,1.00
539,2254EA31,1.00,24,390.00,6.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,50.00,2.00,110.85,1.00,0.00,3.00,6.00,1.00
540,227199EA,0.00,274+,20172.00,246.00,1.00,144.00,627.00,7.00,2.50,0.00,12.00,0.00,57.00,0.00,31.00,0.00,1.00,50.00,3.00,323489.09,2.00,0.00,53.00,228.00,1.00
541,227BB793,1.00,17,12340.00,77.00,0.00,61.00,234.00,0.00,0.00,9.00,2.00,0.00,2.25,0.00,16.00,0.00,50.00,50.00,6.00,513660.21,2.00,0.00,38.00,68.00,1.00
542,229B2AEF,0.00,273+,22594.00,288.00,2.00,143.00,667.00,13.00,0.44,5.00,14.00,0.00,0.00,2.00,64.00,0.00,50.00,50.00,3.00,426262.61,1.00,0.00,44.00,249.00,1.00
543,22AE62EA,1.00,21,14626.00,109.00,0.00,76.00,171.00,0.00,0.00,6.00,11.00,0.00,0.00,0.00,7.00,0.00,50.00,50.00,5.00,606491.14,2.00,0.00,17.00,84.00,0.00
544,22BD48F3,0.00,266+,68476.00,457.00,5.00,316.00,1458.00,32.00,0.52,0.00,16.00,0.00,38.75,3.00,81.00,0.00,4.00,50.00,1.00,148628.64,2.00,0.00,124.00,327.00,1.00
545,22C6D15D,1.00,18,62.00,4.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,1.00,1022478.67,1.00,9.00,1.00,5.00,0.00
