,actor_account_id,churn_yn,survival_time,event_num,enterworld_num,levelup_num,joinparty_num,spendmoney_num,duel_num,duel_kd,partybattle_num,completechallengetoday_num,completechallengeweek_num,itemupgrade_successrate,trade_num,buyitemnowmainauction_num,guildlevelup_num,level_min,level_max,class,longest_time_between_events,faction1,faction2,targetaccountid_num,sessions_num,masteryexp,duelpoints_max,partybattlepoints_max,duel_rating_score_max,money_max,gathering_num,has_smurf_yn,average_money_spent_per_session,duels_per_session,partybattles_per_session,average_time_between_events,average_time_between_logins,reason_getmoney,reason_spendmoney
188,0A02FDF9,1.00,20,13715.00,13.00,35.00,0.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,11.00,46.00,3.00,342717.24,1.00,0.00,15.00,14.00,0.00,0.00,0.00,0.00,1683693.00,0.00,0.00,65620.46,0.00,0.00,87.97,85820.48,101.00,506.00
189,0A0EEDF3,1.00,15,40180.00,70.00,140.00,9.00,599.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,3.00,0.00,1.00,50.00,9.00,115825.32,2.00,0.00,4.00,68.00,142380.00,0.00,0.00,0.00,15974349.00,0.00,1.00,393240.90,0.00,0.00,31.72,18126.92,101.00,506.00
190,0A5D6DEB,0.00,158,51464.00,242.00,10.00,255.00,1298.00,24.00,1.67,13.00,8.00,0.00,0.00,31.00,98.00,0.00,50.00,50.00,5.00,240593.61,2.00,0.00,68.00,216.00,83354065.00,1265.00,2126.00,145856.00,238878202.00,0.00,1.00,2323177.41,0.10,0.05,67.23,14275.04,101.00,567.00
191,0A65DCF3,1.00,18,29639.00,179.00,34.00,66.00,605.00,15.00,0.25,0.00,13.00,0.00,0.00,0.00,51.00,0.00,1.00,50.00,8.00,614139.19,1.00,0.00,33.00,119.00,6305865.00,1332.00,0.00,138526.00,18683818.00,100.00,1.00,118482.92,0.08,0.00,113.40,18761.46,101.00,511.00
192,0A8B0EBF,0.00,263,1072.00,13.00,0.00,3.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,50.00,50.00,5.00,1049223.85,2.00,9.00,4.00,12.00,48412034.00,0.00,0.00,0.00,7942607.00,0.00,0.00,1608372.46,0.00,0.00,2677.11,220688.43,101.00,553.00
193,0A9256EC,0.00,273+,70438.00,277.00,71.00,220.00,2018.00,12.00,11.00,0.00,27.00,0.00,85.67,8.00,101.00,0.00,1.00,50.00,3.00,168795.67,1.00,0.00,71.00,224.00,23384347.00,20399.00,0.00,158247.00,696676651.00,0.00,1.00,4416322.01,0.04,0.00,48.07,12212.32,101.00,522.00
194,0AAE2BBB,1.00,15,31118.00,41.00,74.00,22.00,574.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,37.00,0.00,1.00,48.00,6.00,343232.73,2.00,0.00,9.00,38.00,0.00,0.00,0.00,0.00,4122282.00,41.00,1.00,168235.63,0.00,0.00,54.24,40828.98,101.00,510.00
195,0AC4425B,1.00,21,27026.00,65.00,0.00,55.00,353.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,25.00,0.00,50.00,50.00,3.00,69054.77,2.00,0.00,30.00,54.00,39999997.00,0.00,0.00,0.00,64129197.00,0.00,1.00,558988.65,0.00,0.00,19.47,8036.36,101.00,560.00
196,0AC948F3,1.00,23,337.00,5.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,2.00,117.31,1.00,0.00,2.00,5.00,11359113.00,0.00,0.00,0.00,6861962.00,0.00,1.00,0.00,0.00,0.00,4.45,208.77,101.00,0.00
197,0ACBDED1,0.00,53,67554.00,389.00,45.00,238.00,1775.00,0.00,0.00,0.00,8.00,0.00,0.00,1.00,132.00,0.00,1.00,50.00,2.00,158546.54,2.00,0.00,75.00,262.00,21361286.00,0.00,0.00,0.00,211712591.00,0.00,1.00,2133842.19,0.00,0.00,49.98,8677.20,101.00,567.00
198,0AFC9508,0.00,106,4783.00,8.00,31.00,1.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,1.00,32.00,8.00,598099.52,2.00,0.00,2.00,8.00,0.00,0.00,0.00,0.00,4059152.00,0.00,0.00,222543.00,0.00,0.00,261.88,156518.83,101.00,506.00
199,0B43A6ED,0.00,34,202152.00,1953.00,75.00,963.00,5019.00,3.00,2.00,105.00,187.00,0.00,0.00,0.00,177.00,0.00,1.00,50.00,3.00,77513.78,1.00,0.00,264.00,1619.00,50552431.00,6409.00,1099.00,134800.00,147412479.00,740.00,1.00,94212.43,0.00,0.05,16.94,1753.68,101.00,560.00
200,0B4730AF,0.00,101,97604.00,821.00,66.00,391.00,3530.00,193.00,1.76,82.00,52.00,0.00,0.00,39.00,189.00,0.00,1.00,50.00,6.00,107453.90,1.00,0.00,279.00,681.00,109189684.00,9808.00,2306.00,162171.00,130594945.00,389.00,1.00,349502.03,0.24,0.10,34.78,4133.80,101.00,510.00
201,0B8C0CEE,0.00,273+,22157.00,211.00,0.00,62.00,730.00,32.00,0.88,43.00,10.00,0.00,20.25,1.00,141.00,0.00,50.00,50.00,8.00,1137498.55,1.00,0.00,68.00,168.00,79437241.00,2363.00,5111.00,148214.00,707375749.00,0.00,1.00,16985936.45,0.15,0.20,117.61,12346.44,101.00,510.00
202,0B906237,0.00,274+,8029.00,168.00,1.00,90.00,283.00,0.00,0.00,0.00,3.00,0.00,1.29,4.00,5.00,0.00,17.00,50.00,6.00,371988.26,2.00,0.00,14.00,167.00,63261938.00,0.00,0.00,0.00,177999914.00,0.00,1.00,2178355.50,0.00,0.00,414.26,19716.38,101.00,557.00
203,0B90B591,0.00,54,37229.00,404.00,0.00,177.00,1861.00,51.00,1.22,57.00,17.00,0.00,8.67,5.00,130.00,0.00,45.00,50.00,5.00,94520.67,1.00,0.00,223.00,344.00,56056232.00,26345.00,18689.00,148478.00,275773164.00,268.00,1.00,1697106.69,0.13,0.14,90.65,8346.58,101.00,510.00
204,0BCE7CDD,0.00,272+,69817.00,155.00,1.00,195.00,1300.00,20.00,1.22,0.00,26.00,0.00,17.94,52.00,147.00,0.00,45.00,50.00,6.00,173565.33,1.00,0.00,95.00,129.00,122373062.00,6680.00,0.00,154897.00,145930053.00,0.00,1.00,3414316.52,0.13,0.00,48.08,21276.88,101.00,567.00
205,0BFDD485,0.00,135,121600.00,564.00,2.00,507.00,8133.00,67.00,0.91,179.00,41.00,0.00,0.88,483.00,2825.00,0.00,50.00,50.00,6.00,74614.70,1.00,0.00,840.00,447.00,44591394.00,13370.00,11877.00,152871.00,689283690.00,67.00,1.00,16799351.15,0.12,0.32,28.25,6088.42,101.00,574.00
206,0BFDE1F6,0.00,275+,15790.00,103.00,1.00,76.00,1555.00,3.00,2.00,0.00,10.00,0.00,2.43,2.00,633.00,0.00,47.00,50.00,9.00,304762.91,1.00,0.00,23.00,93.00,65804054.00,3176.00,0.00,135214.00,82318972.00,0.00,1.00,8433820.21,0.03,0.00,204.36,31149.57,101.00,574.00
207,0C00FE2D,0.00,271+,26069.00,167.00,53.00,28.00,1682.00,0.00,0.00,0.00,1.00,0.00,0.00,77.00,172.00,0.00,1.00,50.00,6.00,313198.70,2.00,0.00,6.00,156.00,107916919.00,0.00,0.00,0.00,124529454.00,15.00,1.00,3411143.78,0.00,0.00,128.76,20094.31,101.00,571.00
208,0C0251E1,0.00,273+,369182.00,896.00,0.00,525.00,2372.00,160.00,2.40,383.00,19.00,0.00,29.92,1.00,207.00,0.00,7.00,50.00,1.00,50154.44,2.00,0.00,594.00,724.00,426686684.00,30000.00,30000.00,167188.00,3918277958.00,0.00,1.00,5862205.62,0.18,0.43,9.41,3875.98,101.00,560.00
209,0C252682,0.00,273+,43559.00,146.00,3.00,124.00,834.00,0.00,0.00,0.00,13.00,0.00,0.00,33.00,74.00,0.00,50.00,50.00,8.00,341395.72,2.00,0.00,14.00,116.00,65138883.00,0.00,0.00,0.00,61124711.00,15.00,1.00,1879715.67,0.00,0.00,77.26,23049.19,101.00,560.00
210,0C26DCEA,0.00,40,876.00,3.00,2.00,0.00,20.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,38.00,40.00,9.00,236.70,2.00,0.00,2.00,3.00,0.00,240.00,0.00,130000.00,7066827.00,1.00,0.00,61322.00,0.33,0.00,6.47,1833.56,101.00,506.00
211,0C2B63FC,0.00,55,55210.00,197.00,0.00,99.00,1527.00,58.00,0.81,63.00,21.00,0.00,0.00,0.00,336.00,0.00,50.00,50.00,5.00,500108.01,2.00,0.00,159.00,153.00,101081342.00,29619.00,25348.00,145210.00,21446979.00,148.00,0.00,251730.12,0.29,0.32,60.80,17018.75,101.00,574.00
212,0C337EF4,0.00,224,46190.00,626.00,0.00,242.00,404.00,492.00,1.37,0.00,3.00,0.00,0.00,3.00,10.00,0.00,17.00,50.00,1.00,264243.90,2.00,0.00,338.00,518.00,92986649.00,30000.00,0.00,176640.00,212480776.00,0.00,1.00,42531.42,0.79,0.00,72.50,5344.31,101.00,560.00
213,0C342FF8,0.00,273+,100153.00,721.00,12.00,498.00,2152.00,3.00,0.00,0.00,16.00,0.00,21.29,4.00,169.00,0.00,1.00,50.00,6.00,199302.22,2.00,0.00,79.00,564.00,127451327.00,474.00,0.00,140530.00,248069787.00,2.00,1.00,2204038.85,0.00,0.00,34.34,4770.28,101.00,567.00
214,0C39EAEC,0.00,146,231711.00,2078.00,2.00,390.00,5411.00,171.00,1.31,91.00,147.00,0.00,0.00,0.00,41.00,0.00,50.00,50.00,5.00,111319.07,2.00,0.00,302.00,1806.00,89692618.00,8413.00,30000.00,154540.00,88311744.00,709.00,1.00,27809.11,0.08,0.04,13.11,1439.75,101.00,571.00
215,0C3CECAD,0.00,133,73502.00,448.00,37.00,302.00,2772.00,16.00,0.78,0.00,17.00,0.00,9.46,14.00,270.00,0.00,28.00,50.00,9.00,405070.74,2.00,0.00,48.00,385.00,17600827.00,1058.00,0.00,142243.00,110956177.00,278.00,1.00,1630131.82,0.04,0.00,47.19,7578.77,101.00,510.00
216,0C68B9EF,0.00,121,11109.00,270.00,0.00,68.00,487.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,9.00,0.00,45.00,50.00,2.00,171844.95,2.00,0.00,10.00,256.00,24413424.00,0.00,0.00,0.00,141956956.00,0.00,1.00,299684.67,0.00,0.00,269.34,11080.48,101.00,557.00
217,0C7102FF,0.00,67,26027.00,71.00,20.00,21.00,557.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,40.00,50.00,8.00,148100.12,1.00,0.00,24.00,63.00,8961451.00,0.00,0.00,0.00,43210963.00,108.00,0.00,561817.56,0.00,0.00,87.50,31985.70,101.00,506.00
218,0C7203AF,1.00,18,29977.00,105.00,59.00,40.00,819.00,36.00,0.80,0.00,3.00,0.00,0.00,2.00,72.00,0.00,1.00,50.00,1.00,94942.09,1.00,0.00,40.00,83.00,9403162.00,2451.00,0.00,150011.00,3539468.00,74.00,1.00,182673.94,0.34,0.00,43.85,12517.69,101.00,506.00
219,0C7F8887,0.00,272+,31540.00,408.00,0.00,188.00,622.00,162.00,0.98,49.00,1.00,0.00,13.33,7.00,28.00,0.00,20.00,50.00,2.00,258214.81,1.00,0.00,231.00,341.00,53488200.00,10040.00,1161.00,160178.00,99088446.00,0.00,1.00,1566599.84,0.40,0.12,110.06,8461.88,101.00,567.00
220,0C8237EE,1.00,20,26861.00,279.00,0.00,144.00,669.00,34.00,2.78,0.00,13.00,0.00,0.00,0.00,64.00,0.00,50.00,50.00,1.00,577914.06,1.00,0.00,58.00,242.00,39336091.00,7160.00,0.00,147880.00,123332291.00,0.00,1.00,1234478.62,0.12,0.00,115.97,11165.17,101.00,560.00
221,0C887F60,1.00,21,13340.00,10.00,37.00,8.00,204.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,1.00,0.00,1.00,38.00,3.00,336811.08,2.00,0.00,3.00,11.00,0.00,0.00,0.00,0.00,210237.00,0.00,0.00,11117.90,0.00,0.00,87.18,115256.92,101.00,567.00
222,0C8A61D3,0.00,273+,11828.00,134.00,2.00,1.00,209.00,12.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,50.00,50.00,8.00,168308.23,2.00,0.00,31.00,127.00,10087551.00,6106.00,0.00,139984.00,20769585.00,0.00,1.00,279908.86,0.09,0.00,285.62,25203.15,101.00,502.00
223,0C8D501E,0.00,270+,118987.00,447.00,67.00,561.00,1753.00,0.00,0.00,0.00,23.00,0.00,0.00,14.00,109.00,0.00,1.00,50.00,1.00,148214.93,2.00,0.00,114.00,338.00,25502302.00,0.00,0.00,0.00,29057703.00,0.00,1.00,242053.71,0.00,0.00,29.20,7762.12,101.00,567.00
224,0CA286F3,0.00,273+,64080.00,142.00,5.00,159.00,1396.00,3.00,2.00,0.00,30.00,0.00,10.21,34.00,136.00,0.00,19.00,50.00,7.00,153245.22,1.00,0.00,25.00,135.00,151865545.00,10459.00,0.00,135703.00,162012589.00,25.00,1.00,14766071.22,0.02,0.00,54.02,23804.94,101.00,560.00
225,0CA890EF,0.00,84,15460.00,91.00,1.00,88.00,297.00,13.00,0.18,0.00,14.00,0.00,0.00,0.00,7.00,0.00,50.00,50.00,9.00,586896.35,1.00,0.00,30.00,72.00,33335414.00,508.00,0.00,136462.00,30810337.00,0.00,1.00,203114.44,0.14,0.00,203.01,34415.08,101.00,560.00
226,0CB91AFB,1.00,21,16470.00,107.00,0.00,74.00,544.00,6.00,0.00,21.00,11.00,0.00,0.00,4.00,3.00,0.00,50.00,50.00,6.00,161061.78,1.00,0.00,41.00,81.00,22171328.00,12145.00,920.00,153628.00,8701901.00,0.00,1.00,63209.78,0.06,0.20,74.10,11336.08,101.00,510.00
227,0D15BB8D,0.00,273+,90023.00,796.00,2.00,551.00,1659.00,18.00,1.25,82.00,73.00,0.00,0.00,8.00,45.00,0.00,50.00,50.00,1.00,246862.48,1.00,0.00,224.00,678.00,137481892.00,12342.00,8315.00,136927.00,381789893.00,211.00,1.00,670315.17,0.02,0.10,38.32,4319.50,101.00,560.00
228,0D3822F7,0.00,261+,74435.00,662.00,2.00,393.00,805.00,116.00,1.23,69.00,32.00,0.00,0.00,1.00,67.00,0.00,50.00,50.00,8.00,239291.74,2.00,0.00,254.00,528.00,68030550.00,7375.00,27979.00,155862.00,98214723.00,0.00,1.00,270665.60,0.18,0.10,45.41,5105.31,101.00,560.00
229,0D3E7DDA,0.00,198,127058.00,782.00,62.00,517.00,3751.00,0.00,0.00,0.00,18.00,0.00,0.00,13.00,383.00,0.00,1.00,50.00,1.00,601796.18,2.00,0.00,92.00,549.00,21448225.00,0.00,0.00,0.00,122008341.00,0.00,1.00,1353762.13,0.00,0.00,25.33,4115.27,101.00,510.00
230,0D45FEED,0.00,261+,8269.00,170.00,0.00,54.00,275.00,32.00,0.23,8.00,8.00,0.00,0.00,0.00,30.00,0.00,45.00,50.00,2.00,504013.17,1.00,0.00,35.00,145.00,46408150.00,4291.00,608.00,135955.00,3516896.00,83.00,1.00,60325.79,0.19,0.05,304.42,14794.19,101.00,560.00
231,0D4634EB,0.00,165,31967.00,320.00,0.00,181.00,354.00,71.00,1.37,145.00,31.00,0.00,0.00,0.00,6.00,0.00,50.00,50.00,5.00,172705.84,1.00,0.00,256.00,264.00,44270764.00,3349.00,15077.00,151004.00,31797577.00,0.00,1.00,72527.37,0.22,0.45,103.87,10364.72,101.00,560.00
232,0D4928D3,1.00,17,311.00,14.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,50.00,50.00,9.00,363343.89,1.00,0.00,1.00,15.00,0.00,0.00,0.00,0.00,13036.00,0.00,0.00,287970.50,0.00,0.00,2725.57,60540.63,107.00,571.00
233,0D4967EC,0.00,38,7830.00,103.00,0.00,8.00,771.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,35.00,0.00,45.00,50.00,9.00,584419.79,1.00,0.00,5.00,100.00,38468821.00,0.00,0.00,0.00,17660111.00,220.00,1.00,695259.21,0.00,0.00,411.81,31278.95,101.00,523.00
234,0D6DDE85,0.00,270+,50857.00,214.00,67.00,175.00,916.00,0.00,0.00,0.00,0.00,0.00,17.25,20.00,18.00,0.00,1.00,50.00,7.00,164248.77,1.00,0.00,23.00,172.00,196895688.00,0.00,0.00,0.00,340841509.00,0.00,1.00,1866464.83,0.00,0.00,66.90,15729.30,101.00,506.00
235,0D6E834A,1.00,21,130532.00,813.00,34.00,442.00,2795.00,142.00,1.09,159.00,47.00,0.00,0.00,3.00,60.00,0.00,7.00,50.00,6.00,339053.62,2.00,0.00,416.00,672.00,37505372.00,8329.00,12905.00,152709.00,73775744.00,197.00,1.00,179042.45,0.17,0.20,25.77,4136.75,101.00,510.00
236,0D70EFF3,1.00,23,2912.00,25.00,0.00,11.00,30.00,7.00,1.33,5.00,0.00,0.00,0.00,0.00,1.00,0.00,50.00,50.00,9.00,860379.58,2.00,0.00,21.00,22.00,132023399.00,3631.00,640.00,146671.00,14909920.00,0.00,0.00,199814.60,0.28,0.20,1010.01,117642.57,101.00,560.00
237,0D749C62,1.00,19,474.00,12.00,1.00,0.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,45.00,1.00,503891.80,2.00,0.00,2.00,12.00,0.00,1149.00,0.00,130000.00,181914.00,0.00,0.00,11274.50,0.08,0.00,3121.09,123271.33,152.00,502.00
238,0D87AAFC,0.00,273+,226097.00,174.00,42.00,160.00,897.00,0.00,0.00,0.00,3.00,0.00,42.00,49.00,24.00,0.00,1.00,50.00,3.00,294063.37,1.00,0.00,39.00,143.00,116244198.00,0.00,0.00,0.00,1971705386.00,0.00,1.00,37568958.78,0.00,0.00,14.57,18932.26,101.00,557.00
239,0D8973F3,1.00,21,28827.00,85.00,52.00,61.00,562.00,0.00,0.00,0.00,3.00,0.00,0.00,15.00,43.00,0.00,1.00,50.00,1.00,534002.95,1.00,0.00,9.00,76.00,17841502.00,0.00,0.00,0.00,3155259.00,0.00,1.00,136109.27,0.00,0.00,106.23,35972.19,101.00,567.00
240,0D8E678B,1.00,16,36728.00,296.00,15.00,165.00,845.00,76.00,0.95,51.00,13.00,0.00,0.00,14.00,67.00,0.00,45.00,50.00,10.00,108856.38,1.00,0.00,186.00,226.00,14100443.00,4427.00,1959.00,150796.00,63726783.00,0.00,1.00,527518.25,0.26,0.17,61.25,7599.55,101.00,522.00
241,0D904DCE,0.00,65,16305.00,76.00,16.00,53.00,333.00,0.00,0.00,0.00,2.00,0.00,0.00,19.00,13.00,0.00,1.00,50.00,5.00,658181.73,1.00,0.00,82.00,65.00,54649362.00,0.00,0.00,0.00,310868706.00,15.00,1.00,4093694.58,0.00,0.00,187.57,40049.36,101.00,567.00
242,0D918BA3,1.00,18,2395.00,20.00,2.00,3.00,209.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00,37.00,50.00,3.00,192904.00,2.00,0.00,3.00,21.00,2540547.00,0.00,0.00,0.00,3917095.00,11.00,1.00,154189.05,0.00,0.00,686.08,82139.58,101.00,571.00
243,0D9D55EB,0.00,124,24912.00,224.00,0.00,284.00,1721.00,0.00,0.00,6.00,1.00,0.00,0.00,6.00,250.00,0.00,17.00,50.00,5.00,159644.38,2.00,0.00,134.00,206.00,47386037.00,0.00,1453.00,0.00,310323896.00,511.00,1.00,6441417.49,0.00,0.03,135.21,14895.59,101.00,571.00
244,0DA0573A,0.00,273+,86678.00,630.00,0.00,317.00,1459.00,265.00,1.10,136.00,35.00,0.00,0.00,2.00,57.00,0.00,50.00,50.00,10.00,403730.01,1.00,0.00,641.00,507.00,53063385.00,10091.00,5275.00,161768.00,32787137.00,0.00,1.00,541518.96,0.42,0.22,38.91,5353.14,101.00,560.00
245,0DB091F0,0.00,273+,196666.00,573.00,1.00,353.00,1646.00,9.00,2.00,98.00,37.00,0.00,375.00,0.00,20.00,0.00,45.00,50.00,3.00,171311.61,2.00,0.00,347.00,458.00,321318389.00,22769.00,14942.00,146011.00,685234967.00,63.00,1.00,237367.52,0.02,0.17,17.42,5973.54,101.00,560.00
246,0DD90FFC,0.00,273+,100420.00,909.00,0.00,575.00,1469.00,201.00,0.61,145.00,40.00,0.00,33.50,13.00,11.00,0.00,50.00,50.00,1.00,91270.48,2.00,0.00,378.00,707.00,239018022.00,11898.00,10531.00,156354.00,1025510045.00,0.00,0.00,167889.31,0.22,0.16,33.89,3743.79,101.00,560.00
247,0DF4AEC2,0.00,120,77631.00,238.00,2.00,231.00,1195.00,0.00,0.00,0.00,18.00,0.00,0.00,8.00,43.00,0.00,21.00,50.00,6.00,498168.78,1.00,0.00,23.00,192.00,20888536.00,0.00,0.00,0.00,37611204.00,0.00,1.00,323807.29,0.00,0.00,32.61,10548.19,101.00,553.00
248,0E05CBB3,1.00,19,19003.00,79.00,6.00,43.00,689.00,6.00,0.20,0.00,0.00,0.00,0.00,0.00,27.00,0.00,50.00,50.00,1.00,297250.30,1.00,0.00,67.00,66.00,9181984.00,751.00,0.00,131650.00,96677509.00,0.00,0.00,981178.77,0.08,0.00,177.46,42615.84,101.00,553.00
249,0E39AAEA,1.00,22,16257.00,122.00,18.00,29.00,458.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,50.00,50.00,8.00,353530.98,2.00,0.00,10.00,112.00,9203262.00,0.00,0.00,0.00,10552889.00,0.00,1.00,257551.49,0.00,0.00,197.10,26261.94,101.00,506.00
250,0E917B4B,1.00,19,5757.00,41.00,15.00,6.00,361.00,5.00,0.67,0.00,0.00,0.00,0.00,3.00,19.00,0.00,1.00,50.00,8.00,164074.42,2.00,0.00,10.00,38.00,4032293.00,520.00,0.00,139462.00,14930449.00,0.00,1.00,306246.80,0.12,0.00,122.29,17168.60,101.00,522.00
251,0E93BDF1,0.00,61,41663.00,210.00,6.00,187.00,1757.00,5.00,1.50,0.00,12.00,0.00,0.00,17.00,222.00,0.00,16.00,50.00,2.00,252455.76,2.00,0.00,86.00,142.00,37206805.00,342.00,0.00,144391.00,235039059.00,227.00,1.00,5694240.34,0.02,0.00,58.14,11399.66,101.00,510.00
252,0E998961,1.00,22,653.00,8.00,2.00,1.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,50.00,3.00,3722.54,2.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,830096.00,0.00,1.00,187.25,0.00,0.00,16.11,1231.55,101.00,506.00
253,0EA1B37D,0.00,275+,37178.00,861.00,5.00,248.00,507.00,576.00,1.81,93.00,0.00,0.00,0.00,6.00,21.00,0.00,40.00,50.00,9.00,495150.02,1.00,0.00,469.00,749.00,102120185.00,14370.00,5072.00,168420.00,529262899.00,0.00,1.00,501122.49,0.67,0.11,87.71,3731.10,101.00,567.00
254,0EAA86FE,1.00,21,137336.00,1006.00,1.00,889.00,3040.00,338.00,0.86,143.00,39.00,0.00,0.00,28.00,55.00,0.00,50.00,50.00,10.00,105784.48,1.00,0.00,565.00,839.00,53545232.00,30000.00,11166.00,152363.00,340402578.00,0.00,1.00,969211.75,0.34,0.14,25.27,3449.97,101.00,567.00
255,0EAD56F7,0.00,66,66241.00,176.00,1.00,208.00,1090.00,17.00,0.42,64.00,23.00,0.00,0.00,3.00,11.00,0.00,50.00,50.00,6.00,383558.92,2.00,0.00,177.00,140.00,37093074.00,5218.00,7257.00,140089.00,126401623.00,2.00,1.00,309797.11,0.10,0.36,51.08,19154.63,101.00,560.00
256,0EB6D612,0.00,112,55337.00,277.00,57.00,243.00,1601.00,22.00,1.20,0.00,19.00,0.00,0.00,37.00,57.00,0.00,1.00,50.00,6.00,254886.98,1.00,0.00,61.00,241.00,28650981.00,9710.00,0.00,144229.00,74817463.00,69.00,1.00,637519.10,0.08,0.00,62.49,12449.33,101.00,510.00
257,0ECABAF5,0.00,62,26468.00,18.00,50.00,4.00,195.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,0.00,1.00,50.00,9.00,703682.42,2.00,0.00,8.00,18.00,6740220.00,0.00,0.00,0.00,8783705.00,0.00,1.00,18139.33,0.00,0.00,84.21,122172.17,101.00,506.00
258,0ECF20EF,1.00,17,274.00,20.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,31.00,1.00,271687.45,2.00,0.00,1.00,21.00,0.00,0.00,0.00,0.00,219601.00,0.00,0.00,119.95,0.00,0.00,5660.26,77542.12,0.00,502.00
259,0EE41DF3,0.00,273+,96862.00,682.00,0.00,332.00,2093.00,33.00,1.06,165.00,56.00,0.00,39.33,2.00,100.00,0.00,50.00,50.00,6.00,174751.09,1.00,0.00,709.00,559.00,69797143.00,13167.00,1539.00,152384.00,33056942.00,193.00,1.00,369760.48,0.05,0.24,35.78,4994.58,101.00,510.00
260,0EEAB48E,0.00,274+,38808.00,369.00,0.00,183.00,908.00,62.00,1.21,0.00,26.00,0.00,5.96,10.00,148.00,0.00,50.00,50.00,9.00,199339.76,2.00,0.00,95.00,311.00,171778552.00,12512.00,0.00,151699.00,108323717.00,0.00,1.00,2431442.24,0.17,0.00,84.83,8906.65,101.00,560.00
261,0EEC30F3,0.00,127,760.00,13.00,1.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,49.00,3.00,602629.87,1.00,0.00,2.00,14.00,0.00,0.00,0.00,0.00,20877863.00,4.00,0.00,1045.77,0.00,0.00,1935.27,113119.13,101.00,506.00
262,0EEEA9F7,1.00,20,22551.00,70.00,0.00,22.00,200.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,23.00,0.00,45.00,50.00,2.00,1026876.21,2.00,0.00,22.00,49.00,93860606.00,15942.00,0.00,130000.00,94512961.00,0.00,1.00,2077523.91,0.04,0.00,130.46,41976.65,101.00,510.00
263,0EF0BCEC,1.00,22,11460.00,82.00,0.00,48.00,350.00,0.00,0.00,0.00,9.00,0.00,0.00,8.00,27.00,0.00,50.00,50.00,2.00,759733.74,2.00,0.00,38.00,74.00,30305074.00,0.00,0.00,0.00,42699315.00,0.00,1.00,284216.33,0.00,0.00,286.32,40012.03,101.00,522.00
264,0F225AED,1.00,21,5105.00,4.00,22.00,1.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,23.00,10.00,77943.66,1.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,34432.00,0.00,0.00,4791.75,0.00,0.00,28.09,35180.47,101.00,506.00
265,0F2582F1,1.00,21,39946.00,205.00,3.00,114.00,1228.00,0.00,0.00,0.00,21.00,0.00,0.00,16.00,51.00,0.00,40.00,50.00,1.00,259499.50,1.00,0.00,26.00,170.00,16823551.00,0.00,0.00,0.00,12614879.00,0.00,1.00,131636.34,0.00,0.00,81.33,15839.03,101.00,510.00
266,0F43F64E,0.00,272+,37339.00,315.00,0.00,200.00,967.00,0.00,0.00,106.00,21.00,0.00,41.00,13.00,64.00,0.00,46.00,50.00,3.00,169684.56,1.00,0.00,285.00,269.00,98439984.00,0.00,1259.00,0.00,92579569.00,0.00,1.00,1152165.80,0.00,0.34,88.02,10432.75,101.00,571.00
267,0F5FEA64,0.00,272+,77066.00,556.00,11.00,388.00,1199.00,10.00,1.00,139.00,33.00,0.00,43.67,16.00,38.00,0.00,3.00,50.00,7.00,177789.87,1.00,0.00,210.00,457.00,58569393.00,1351.00,5260.00,149023.00,210251577.00,0.00,1.00,1078760.23,0.02,0.25,43.06,5968.53,101.00,560.00
